metro_area,year,month,unemployment_rate
66654,"Springfield, IL MSA",2004,1,5.4
66655,"Bloomington, IN MSA",2004,1,4.3
66656,"Columbus, IN MSA",2004,1,4.6
66657,"Elkhart-Goshen, IN MSA",2004,1,4.2
66658,"Evansville, IN-KY MSA",2004,1,4.6
66659,"Fort Wayne, IN MSA",2004,1,5.3
66660,"Indianapolis-Carmel-Anderson, IN MSA",2004,1,4.8
66661,"Kokomo, IN MSA",2004,1,6.0
66662,"Lafayette-West Lafayette, IN MSA",2004,1,4.9
66663,"Michigan City-La Porte, IN MSA",2004,1,6.5
66664,"Muncie, IN MSA",2004,1,5.9
66665,"South Bend-Mishawaka, IN-MI MSA",2004,1,5.0
66666,"Terre Haute, IN MSA",2004,1,8.0
66667,"Ames, IA MSA",2004,1,2.7
66668,"Cedar Rapids, IA MSA",2004,1,4.6
66669,"Des Moines-West Des Moines, IA MSA",2004,1,4.6
66670,"Dubuque, IA MSA",2004,1,4.3
66671,"Iowa City, IA MSA",2004,1,3.2
66672,"Sioux City, IA-NE-SD MSA",2004,1,4.5
66673,"Waterloo-Cedar Falls, IA MSA",2004,1,4.2
66674,"Lawrence, KS MSA",2004,1,4.1
66675,"Manhattan, KS MSA",2004,1,4.0
66676,"Topeka, KS MSA",2004,1,5.8
66677,"Wichita, KS MSA",2004,1,6.5
66678,"Bowling Green, KY MSA",2004,1,5.6
66679,"Elizabethtown-Fort Knox, KY MSA",2004,1,5.7
66680,"Lexington-Fayette, KY MSA",2004,1,4.4
66681,"Louisville/Jefferson County, KY-IN MSA",2004,1,5.4
66682,"Owensboro, KY MSA",2004,1,5.6
66683,"Alexandria, LA MSA",2004,1,5.9
66684,"Baton Rouge, LA MSA",2004,1,6.1
66685,"Hammond, LA MSA",2004,1,6.9
66686,"Houma-Thibodaux, LA MSA",2004,1,4.7
66687,"Lafayette, LA MSA",2004,1,5.3
66688,"Lake Charles, LA MSA",2004,1,5.7
66689,"Monroe, LA MSA",2004,1,5.8
66690,"New Orleans-Metairie, LA MSA",2004,1,5.3
66691,"Shreveport-Bossier City, LA MSA",2004,1,6.2
66692,"Bangor, ME Met NECTA",2004,1,4.6
66693,"Lewiston-Auburn, ME Met NECTA",2004,1,4.7
66694,"Portland-South Portland, ME Met NECTA",2004,1,3.5
66695,"Baltimore-Columbia-Towson, MD MSA",2004,1,4.7
66696,"California-Lexington Park, MD MSA",2004,1,3.4
66697,"Cumberland, MD-WV MSA",2004,1,6.2
66698,"Hagerstown-Martinsburg, MD-WV MSA",2004,1,4.6
66699,"Barnstable Town, MA Met NECTA",2004,1,4.9
66700,"Boston-Cambridge-Nashua, MA-NH Met NECTA",2004,1,5.3
66701,"Leominster-Gardner, MA Met NECTA",2004,1,6.8
66702,"New Bedford, MA Met NECTA",2004,1,7.5
66703,"Pittsfield, MA Met NECTA",2004,1,5.1
66704,"Springfield, MA-CT Met NECTA",2004,1,5.6
66705,"Worcester, MA-CT Met NECTA",2004,1,5.7
66706,"Ann Arbor, MI MSA",2004,1,4.2
66707,"Battle Creek, MI MSA",2004,1,7.1
66708,"Bay City, MI MSA",2004,1,7.4
66709,"Detroit-Warren-Dearborn, MI MSA",2004,1,6.8
66710,"Flint, MI MSA",2004,1,8.3
66711,"Grand Rapids-Wyoming, MI MSA",2004,1,6.6
66712,"Jackson, MI MSA",2004,1,7.8
66713,"Kalamazoo-Portage, MI MSA",2004,1,5.9
66714,"Lansing-East Lansing, MI MSA",2004,1,5.5
66715,"Midland, MI MSA",2004,1,6.3
66716,"Monroe, MI MSA",2004,1,6.1
66717,"Muskegon, MI MSA",2004,1,8.2
66718,"Niles-Benton Harbor, MI MSA",2004,1,7.7
66719,"Saginaw, MI MSA",2004,1,8.7
66720,"Duluth, MN-WI MSA",2004,1,6.3
66721,"Mankato-North Mankato, MN MSA",2004,1,4.0
66722,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",2004,1,4.7
66723,"Rochester, MN MSA",2004,1,4.4
66724,"St. Cloud, MN MSA",2004,1,5.0
66725,"Gulfport-Biloxi-Pascagoula, MS MSA",2004,1,4.8
66726,"Hattiesburg, MS MSA",2004,1,4.8
66727,"Jackson, MS MSA",2004,1,4.5
66728,"Cape Girardeau, MO-IL MSA",2004,1,4.6
66729,"Columbia, MO MSA",2004,1,3.5
66730,"Jefferson City, MO MSA",2004,1,4.0
66731,"Joplin, MO MSA",2004,1,5.2
66732,"Kansas City, MO-KS MSA",2004,1,6.0
66733,"St. Joseph, MO-KS MSA",2004,1,5.5
66734,"St. Louis, MO-IL MSA",2004,1,5.7
66735,"Springfield, MO MSA",2004,1,4.5
66736,"Billings, MT MSA",2004,1,3.9
66737,"Great Falls, MT MSA",2004,1,4.6
66738,"Missoula, MT MSA",2004,1,4.3
66739,"Grand Island, NE MSA",2004,1,5.0
66740,"Lincoln, NE MSA",2004,1,3.5
66741,"Omaha-Council Bluffs, NE-IA MSA",2004,1,4.2
66742,"Carson City, NV MSA",2004,1,5.1
66743,"Las Vegas-Henderson-Paradise, NV MSA",2004,1,4.7
66744,"Reno, NV MSA",2004,1,4.1
66745,"Dover-Durham, NH-ME Met NECTA",2004,1,3.8
66746,"Manchester, NH Met NECTA",2004,1,3.8
66747,"Portsmouth, NH-ME Met NECTA",2004,1,3.8
66748,"Atlantic City-Hammonton, NJ MSA",2004,1,5.9
66749,"Ocean City, NJ MSA",2004,1,7.4
66750,"Trenton, NJ MSA",2004,1,4.7
66751,"Vineland-Bridgeton, NJ MSA",2004,1,7.0
66752,"Albuquerque, NM MSA",2004,1,5.4
66753,"Farmington, NM MSA",2004,1,6.4
66754,"Las Cruces, NM MSA",2004,1,6.5
66755,"Santa Fe, NM MSA",2004,1,4.4
66756,"Albany-Schenectady-Troy, NY MSA",2004,1,4.5
66757,"Binghamton, NY MSA",2004,1,5.8
66758,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",2004,1,6.2
66759,"Elmira, NY MSA",2004,1,6.7
66760,"Glens Falls, NY MSA",2004,1,4.9
66761,"Ithaca, NY MSA",2004,1,4.3
66762,"Kingston, NY MSA",2004,1,5.1
66763,"New York-Newark-Jersey City, NY-NJ-PA MSA",2004,1,6.2
66764,"Rochester, NY MSA",2004,1,5.7
66765,"Syracuse, NY MSA",2004,1,5.8
66766,"Utica-Rome, NY MSA",2004,1,5.8
66767,"Watertown-Fort Drum, NY MSA",2004,1,7.4
66768,"Asheville, NC MSA",2004,1,4.5
66769,"Burlington, NC MSA",2004,1,6.6
66770,"Charlotte-Concord-Gastonia, NC-SC MSA",2004,1,6.3
66771,"Durham-Chapel Hill, NC MSA",2004,1,4.7
66772,"Fayetteville, NC MSA",2004,1,5.6
66773,"Goldsboro, NC MSA",2004,1,5.5
66774,"Greensboro-High Point, NC MSA",2004,1,5.9
66775,"Greenville, NC MSA",2004,1,5.8
66776,"Hickory-Lenoir-Morganton, NC MSA",2004,1,7.1
66777,"Jacksonville, NC MSA",2004,1,5.7
66778,"New Bern, NC MSA",2004,1,4.9
66779,"Raleigh, NC MSA",2004,1,4.7
66780,"Rocky Mount, NC MSA",2004,1,7.3
66781,"Wilmington, NC MSA",2004,1,4.9
66782,"Winston-Salem, NC MSA",2004,1,5.8
66783,"Bismarck, ND MSA",2004,1,3.2
66784,"Fargo, ND-MN MSA",2004,1,3.0
66785,"Grand Forks, ND-MN MSA",2004,1,3.8
66786,"Akron, OH MSA",2004,1,6.1
66787,"Canton-Massillon, OH MSA",2004,1,6.9
66788,"Cincinnati, OH-KY-IN MSA",2004,1,5.4
66789,"Cleveland-Elyria, OH MSA",2004,1,5.3
66790,"Columbus, OH MSA",2004,1,5.5
66791,"Dayton, OH MSA",2004,1,6.2
66792,"Lima, OH MSA",2004,1,6.4
66793,"Mansfield, OH MSA",2004,1,7.4
66794,"Springfield, OH MSA",2004,1,6.9
66795,"Toledo, OH MSA",2004,1,7.1
66796,"Weirton-Steubenville, WV-OH MSA",2004,1,7.5
66797,"Youngstown-Warren-Boardman, OH-PA MSA",2004,1,7.2
66798,"Enid, OK MSA",2004,1,4.0
66799,"Lawton, OK MSA",2004,1,4.4
66800,"Oklahoma City, OK MSA",2004,1,4.7
66801,"Tulsa, OK MSA",2004,1,5.5
66802,"Albany, OR MSA",2004,1,9.5
66803,"Bend-Redmond, OR MSA",2004,1,7.1
66804,"Corvallis, OR MSA",2004,1,5.6
66805,"Eugene, OR MSA",2004,1,7.6
66806,"Grants Pass, OR MSA",2004,1,8.4
66807,"Medford, OR MSA",2004,1,7.2
66808,"Portland-Vancouver-Hillsboro, OR-WA MSA",2004,1,7.7
66809,"Salem, OR MSA",2004,1,7.7
66810,"Allentown-Bethlehem-Easton, PA-NJ MSA",2004,1,5.4
66811,"Altoona, PA MSA",2004,1,5.2
66812,"Bloomsburg-Berwick, PA MSA",2004,1,6.1
66813,"Chambersburg-Waynesboro, PA MSA",2004,1,3.8
66814,"East Stroudsburg, PA MSA",2004,1,5.6
66815,"Erie, PA MSA",2004,1,6.3
66816,"Gettysburg, PA MSA",2004,1,4.2
66817,"Harrisburg-Carlisle, PA MSA",2004,1,4.5
66818,"Johnstown, PA MSA",2004,1,6.8
66819,"Lancaster, PA MSA",2004,1,3.9
66820,"Lebanon, PA MSA",2004,1,4.0
66821,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2004,1,5.3
66822,"Pittsburgh, PA MSA",2004,1,5.7
66823,"Reading, PA MSA",2004,1,5.5
66824,"Scranton--Wilkes-Barre--Hazleton, PA MSA",2004,1,6.1
66825,"State College, PA MSA",2004,1,4.3
66826,"Williamsport, PA MSA",2004,1,5.8
66827,"York-Hanover, PA MSA",2004,1,4.7
66828,"Providence-Warwick, RI-MA Met NECTA",2004,1,5.5
66829,"Charleston-North Charleston, SC MSA",2004,1,5.4
66830,"Columbia, SC MSA",2004,1,5.7
66831,"Florence, SC MSA",2004,1,8.1
66832,"Greenville-Anderson-Mauldin, SC MSA",2004,1,6.5
66833,"Hilton Head Island-Bluffton-Beaufort, SC MSA",2004,1,5.0
66834,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",2004,1,5.8
66835,"Spartanburg, SC MSA",2004,1,7.7
66836,"Sumter, SC MSA",2004,1,7.4
66837,"Rapid City, SD MSA",2004,1,3.4
66838,"Sioux Falls, SD MSA",2004,1,3.2
66839,"Chattanooga, TN-GA MSA",2004,1,4.3
66840,"Clarksville, TN-KY MSA",2004,1,5.2
66841,"Cleveland, TN MSA",2004,1,5.0
66842,"Jackson, TN MSA",2004,1,5.9
66843,"Johnson City, TN MSA",2004,1,5.3
66844,"Kingsport-Bristol-Bristol, TN-VA MSA",2004,1,5.8
66845,"Knoxville, TN MSA",2004,1,4.4
66846,"Memphis, TN-MS-AR MSA",2004,1,5.7
66847,"Morristown, TN MSA",2004,1,5.9
66848,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",2004,1,4.5
66849,"Abilene, TX MSA",2004,1,5.0
66850,"Amarillo, TX MSA",2004,1,4.4
66851,"Austin-Round Rock, TX MSA",2004,1,5.4
66852,"Beaumont-Port Arthur, TX MSA",2004,1,8.4
66853,"Brownsville-Harlingen, TX MSA",2004,1,9.3
66854,"College Station-Bryan, TX MSA",2004,1,4.8
66855,"Corpus Christi, TX MSA",2004,1,6.3
66856,"Dallas-Fort Worth-Arlington, TX MSA",2004,1,6.0
66857,"El Paso, TX MSA",2004,1,8.1
66858,"Houston-The Woodlands-Sugar Land, TX MSA",2004,1,6.4
66859,"Killeen-Temple, TX MSA",2004,1,5.7
66860,"Laredo, TX MSA",2004,1,6.8
66861,"Longview, TX MSA",2004,1,6.2
66862,"Lubbock, TX MSA",2004,1,4.7
66863,"McAllen-Edinburg-Mission, TX MSA",2004,1,9.6
66864,"Midland, TX MSA",2004,1,4.6
66865,"Odessa, TX MSA",2004,1,6.2
66866,"San Angelo, TX MSA",2004,1,4.8
66867,"San Antonio-New Braunfels, TX MSA",2004,1,5.8
66868,"Sherman-Denison, TX MSA",2004,1,6.8
66869,"Texarkana, TX-AR MSA",2004,1,5.7
66870,"Tyler, TX MSA",2004,1,5.6
66871,"Victoria, TX MSA",2004,1,5.4
66872,"Waco, TX MSA",2004,1,5.7
66873,"Wichita Falls, TX MSA",2004,1,5.3
66874,"Logan, UT-ID MSA",2004,1,3.7
66875,"Ogden-Clearfield, UT MSA",2004,1,5.4
66876,"Provo-Orem, UT MSA",2004,1,5.1
66877,"St. George, UT MSA",2004,1,5.1
66878,"Salt Lake City, UT MSA",2004,1,5.4
66879,"Burlington-South Burlington, VT Met NECTA",2004,1,3.6
66880,"Blacksburg-Christiansburg-Radford, VA MSA",2004,1,4.8
66881,"Charlottesville, VA MSA",2004,1,3.7
66882,"Harrisonburg, VA MSA",2004,1,3.3
66883,"Lynchburg, VA MSA",2004,1,4.8
66884,"Richmond, VA MSA",2004,1,4.0
66885,"Roanoke, VA MSA",2004,1,4.0
66886,"Staunton-Waynesboro, VA MSA",2004,1,3.4
66887,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",2004,1,4.1
66888,"Winchester, VA-WV MSA",2004,1,3.5
66889,"Bellingham, WA MSA",2004,1,6.4
66890,"Bremerton-Silverdale, WA MSA",2004,1,6.2
66891,"Kennewick-Richland, WA MSA",2004,1,7.3
66892,"Longview, WA MSA",2004,1,9.4
66893,"Mount Vernon-Anacortes, WA MSA",2004,1,7.9
66894,"Olympia-Tumwater, WA MSA",2004,1,6.3
66895,"Seattle-Tacoma-Bellevue, WA MSA",2004,1,6.2
66896,"Spokane-Spokane Valley, WA MSA",2004,1,7.5
66897,"Walla Walla, WA MSA",2004,1,7.0
66898,"Wenatchee, WA MSA",2004,1,7.7
66899,"Yakima, WA MSA",2004,1,9.6
66900,"Beckley, WV MSA",2004,1,6.2
66901,"Charleston, WV MSA",2004,1,5.1
66902,"Huntington-Ashland, WV-KY-OH MSA",2004,1,5.7
66903,"Morgantown, WV MSA",2004,1,4.5
66904,"Parkersburg-Vienna, WV MSA",2004,1,5.6
66905,"Wheeling, WV-OH MSA",2004,1,6.1
66906,"Appleton, WI MSA",2004,1,5.0
66907,"Eau Claire, WI MSA",2004,1,5.0
66908,"Fond du Lac, WI MSA",2004,1,5.0
66909,"Green Bay, WI MSA",2004,1,5.1
66910,"Janesville-Beloit, WI MSA",2004,1,5.8
66911,"La Crosse-Onalaska, WI-MN MSA",2004,1,4.6
66912,"Madison, WI MSA",2004,1,3.6
66913,"Milwaukee-Waukesha-West Allis, WI MSA",2004,1,5.9
66914,"Oshkosh-Neenah, WI MSA",2004,1,5.0
66915,"Racine, WI MSA",2004,1,6.4
66916,"Sheboygan, WI MSA",2004,1,4.8
66917,"Wausau, WI MSA",2004,1,4.5
66918,"Casper, WY MSA",2004,1,4.0
66919,"Cheyenne, WY MSA",2004,1,4.3
66920,"Aguadilla-Isabela, PR MSA",2004,1,13.6
66921,"Arecibo, PR MSA",2004,1,12.2
66922,"Guayama, PR MSA",2004,1,17.3
66923,"Mayaguez, PR MSA",2004,1,13.4
66924,"Ponce, PR MSA",2004,1,12.9
66925,"San German, PR MSA",2004,1,12.0
66926,"San Juan-Carolina-Caguas, PR MSA",2004,1,10.5
66927,"Anniston-Oxford-Jacksonville, AL MSA",2004,2,5.6
66928,"Auburn-Opelika, AL MSA",2004,2,4.6
66929,"Birmingham-Hoover, AL MSA",2004,2,5.1
66930,"Daphne-Fairhope-Foley, AL MSA",2004,2,5.0
66931,"Decatur, AL MSA",2004,2,6.5
66932,"Dothan, AL MSA",2004,2,5.0
66933,"Florence-Muscle Shoals, AL MSA",2004,2,6.9
66934,"Gadsden, AL MSA",2004,2,6.4
66935,"Huntsville, AL MSA",2004,2,5.1
66936,"Mobile, AL MSA",2004,2,6.9
66937,"Montgomery, AL MSA",2004,2,5.7
66938,"Tuscaloosa, AL MSA",2004,2,5.3
66939,"Anchorage, AK MSA",2004,2,6.6
66940,"Fairbanks, AK MSA",2004,2,6.8
66941,"Flagstaff, AZ MSA",2004,2,5.5
66942,"Lake Havasu City-Kingman, AZ MSA",2004,2,4.7
66943,"Phoenix-Mesa-Scottsdale, AZ MSA",2004,2,4.8
66944,"Prescott, AZ MSA",2004,2,4.9
66945,"Sierra Vista-Douglas, AZ MSA",2004,2,5.2
66946,"Tucson, AZ MSA",2004,2,4.9
66947,"Yuma, AZ MSA",2004,2,16.1
66948,"Fayetteville-Springdale-Rogers, AR-MO MSA",2004,2,3.9
66949,"Fort Smith, AR-OK MSA",2004,2,5.3
66950,"Hot Springs, AR MSA",2004,2,6.3
66951,"Jonesboro, AR MSA",2004,2,6.1
66952,"Little Rock-North Little Rock-Conway, AR MSA",2004,2,5.2
66953,"Pine Bluff, AR MSA",2004,2,7.6
66954,"Bakersfield, CA MSA",2004,2,10.1
66955,"Chico, CA MSA",2004,2,7.6
66956,"El Centro, CA MSA",2004,2,16.9
66957,"Fresno, CA MSA",2004,2,10.8
66958,"Hanford-Corcoran, CA MSA",2004,2,11.3
66959,"Los Angeles-Long Beach-Anaheim, CA MSA",2004,2,6.2
66960,"Madera, CA MSA",2004,2,9.4
66961,"Merced, CA MSA",2004,2,11.3
66962,"Modesto, CA MSA",2004,2,9.5
66963,"Napa, CA MSA",2004,2,4.8
66964,"Oxnard-Thousand Oaks-Ventura, CA MSA",2004,2,5.6
66965,"Redding, CA MSA",2004,2,7.8
66966,"Riverside-San Bernardino-Ontario, CA MSA",2004,2,6.1
66967,"Sacramento--Roseville--Arden-Arcade, CA MSA",2004,2,5.7
66968,"Salinas, CA MSA",2004,2,8.4
66969,"San Diego-Carlsbad, CA MSA",2004,2,4.9
66970,"San Francisco-Oakland-Hayward, CA MSA",2004,2,5.9
66971,"San Jose-Sunnyvale-Santa Clara, CA MSA",2004,2,7.3
66972,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",2004,2,4.6
66973,"Santa Cruz-Watsonville, CA MSA",2004,2,7.2
66974,"Santa Maria-Santa Barbara, CA MSA",2004,2,4.8
66975,"Santa Rosa, CA MSA",2004,2,5.2
66976,"Stockton-Lodi, CA MSA",2004,2,9.0
66977,"Vallejo-Fairfield, CA MSA",2004,2,6.1
66978,"Visalia-Porterville, CA MSA",2004,2,11.8
66979,"Yuba City, CA MSA",2004,2,10.5
66980,"Boulder, CO MSA",2004,2,5.1
66981,"Colorado Springs, CO MSA",2004,2,5.8
66982,"Denver-Aurora-Lakewood, CO MSA",2004,2,6.0
66983,"Fort Collins, CO MSA",2004,2,4.8
66984,"Grand Junction, CO MSA",2004,2,5.4
66985,"Greeley, CO MSA",2004,2,5.7
66986,"Pueblo, CO MSA",2004,2,7.4
66987,"Bridgeport-Stamford-Norwalk, CT Met NECTA",2004,2,4.9
66988,"Danbury, CT Met NECTA",2004,2,4.0
66989,"Hartford-West Hartford-East Hartford, CT Met NECTA",2004,2,5.4
66990,"New Haven, CT Met NECTA",2004,2,5.2
66991,"Norwich-New London-Westerly, CT-RI Met NECTA",2004,2,4.7
66992,"Waterbury, CT Met NECTA",2004,2,6.4
66993,"Dover, DE MSA",2004,2,3.5
66994,"Salisbury, MD-DE MSA",2004,2,4.5
66995,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2004,2,3.7
66996,"Cape Coral-Fort Myers, FL MSA",2004,2,4.2
66997,"Crestview-Fort Walton Beach-Destin, FL MSA",2004,2,3.4
66998,"Deltona-Daytona Beach-Ormond Beach, FL MSA",2004,2,4.9
66999,"Gainesville, FL MSA",2004,2,3.7
67000,"Homosassa Springs, FL MSA",2004,2,5.7
67001,"Jacksonville, FL MSA",2004,2,4.9
67002,"Lakeland-Winter Haven, FL MSA",2004,2,5.1
67003,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2004,2,4.8
67004,"Naples-Immokalee-Marco Island, FL MSA",2004,2,4.5
67005,"North Port-Sarasota-Bradenton, FL MSA",2004,2,4.4
67006,"Ocala, FL MSA",2004,2,5.0
67007,"Orlando-Kissimmee-Sanford, FL MSA",2004,2,4.7
67008,"Palm Bay-Melbourne-Titusville, FL MSA",2004,2,4.7
67009,"Panama City, FL MSA",2004,2,4.7
67010,"Pensacola-Ferry Pass-Brent, FL MSA",2004,2,4.5
67011,"Port St. Lucie, FL MSA",2004,2,5.6
67012,"Punta Gorda, FL MSA",2004,2,5.1
67013,"Sebastian-Vero Beach, FL MSA",2004,2,6.0
67014,"Sebring, FL MSA",2004,2,5.1
67015,"Tallahassee, FL MSA",2004,2,4.0
67016,"Tampa-St. Petersburg-Clearwater, FL MSA",2004,2,4.9
67017,"The Villages, FL MSA",2004,2,4.8
67018,"Albany, GA MSA",2004,2,4.7
67019,"Athens-Clarke County, GA MSA",2004,2,3.5
67020,"Atlanta-Sandy Springs-Roswell, GA MSA",2004,2,4.3
67021,"Augusta-Richmond County, GA-SC MSA",2004,2,5.0
67022,"Brunswick, GA MSA",2004,2,3.8
67023,"Columbus, GA-AL MSA",2004,2,5.3
67024,"Dalton, GA MSA",2004,2,3.6
67025,"Gainesville, GA MSA",2004,2,3.6
67026,"Hinesville, GA MSA",2004,2,4.3
67027,"Macon-Bibb County, GA MSA",2004,2,4.4
67028,"Rome, GA MSA",2004,2,4.0
67029,"Savannah, GA MSA",2004,2,3.9
67030,"Valdosta, GA MSA",2004,2,3.2
67031,"Warner Robins, GA MSA",2004,2,3.9
67032,"Kahului-Wailuku-Lahaina, HI MSA",2004,2,3.6
67033,"Urban Honolulu, HI MSA",2004,2,3.7
67034,"Boise City, ID MSA",2004,2,4.8
67035,"Coeur d'Alene, ID MSA",2004,2,6.3
67036,"Idaho Falls, ID MSA",2004,2,3.7
67037,"Lewiston, ID-WA MSA",2004,2,5.5
67038,"Pocatello, ID MSA",2004,2,4.9
67039,"Twin Falls, ID MSA",2004,2,4.7
67040,"Bloomington, IL MSA",2004,2,4.3
67041,"Carbondale-Marion, IL MSA",2004,2,6.0
67042,"Champaign-Urbana, IL MSA",2004,2,4.4
67043,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2004,2,6.4
67044,"Danville, IL MSA",2004,2,8.4
67045,"Davenport-Moline-Rock Island, IA-IL MSA",2004,2,5.3
67046,"Decatur, IL MSA",2004,2,7.0
67047,"Kankakee, IL MSA",2004,2,7.5
67048,"Peoria, IL MSA",2004,2,5.5
67049,"Rockford, IL MSA",2004,2,7.7
67050,"Springfield, IL MSA",2004,2,5.3
67051,"Bloomington, IN MSA",2004,2,4.3
67052,"Columbus, IN MSA",2004,2,4.5
67053,"Elkhart-Goshen, IN MSA",2004,2,4.3
67054,"Evansville, IN-KY MSA",2004,2,4.6
67055,"Fort Wayne, IN MSA",2004,2,5.3
67056,"Indianapolis-Carmel-Anderson, IN MSA",2004,2,4.8
67057,"Kokomo, IN MSA",2004,2,5.9
67058,"Lafayette-West Lafayette, IN MSA",2004,2,4.9
67059,"Michigan City-La Porte, IN MSA",2004,2,6.4
67060,"Muncie, IN MSA",2004,2,5.9
67061,"South Bend-Mishawaka, IN-MI MSA",2004,2,5.0
67062,"Terre Haute, IN MSA",2004,2,7.6
67063,"Ames, IA MSA",2004,2,2.7
67064,"Cedar Rapids, IA MSA",2004,2,4.6
67065,"Des Moines-West Des Moines, IA MSA",2004,2,4.5
67066,"Dubuque, IA MSA",2004,2,4.3
67067,"Iowa City, IA MSA",2004,2,3.2
67068,"Sioux City, IA-NE-SD MSA",2004,2,4.4
67069,"Waterloo-Cedar Falls, IA MSA",2004,2,4.2
67070,"Lawrence, KS MSA",2004,2,4.1
67071,"Manhattan, KS MSA",2004,2,4.0
67072,"Topeka, KS MSA",2004,2,6.4
67073,"Wichita, KS MSA",2004,2,6.5
67074,"Bowling Green, KY MSA",2004,2,5.5
67075,"Elizabethtown-Fort Knox, KY MSA",2004,2,5.7
67076,"Lexington-Fayette, KY MSA",2004,2,4.4
67077,"Louisville/Jefferson County, KY-IN MSA",2004,2,5.3
67078,"Owensboro, KY MSA",2004,2,5.5
67079,"Alexandria, LA MSA",2004,2,5.9
67080,"Baton Rouge, LA MSA",2004,2,6.2
67081,"Hammond, LA MSA",2004,2,7.0
67082,"Houma-Thibodaux, LA MSA",2004,2,4.8
67083,"Lafayette, LA MSA",2004,2,5.3
67084,"Lake Charles, LA MSA",2004,2,5.8
67085,"Monroe, LA MSA",2004,2,5.8
67086,"New Orleans-Metairie, LA MSA",2004,2,5.3
67087,"Shreveport-Bossier City, LA MSA",2004,2,6.3
67088,"Bangor, ME Met NECTA",2004,2,4.9
67089,"Lewiston-Auburn, ME Met NECTA",2004,2,4.5
67090,"Portland-South Portland, ME Met NECTA",2004,2,3.5
67091,"Baltimore-Columbia-Towson, MD MSA",2004,2,4.7
67092,"California-Lexington Park, MD MSA",2004,2,3.4
67093,"Cumberland, MD-WV MSA",2004,2,6.3
67094,"Hagerstown-Martinsburg, MD-WV MSA",2004,2,4.5
67095,"Barnstable Town, MA Met NECTA",2004,2,4.9
67096,"Boston-Cambridge-Nashua, MA-NH Met NECTA",2004,2,5.2
67097,"Leominster-Gardner, MA Met NECTA",2004,2,6.7
67098,"New Bedford, MA Met NECTA",2004,2,7.4
67099,"Pittsfield, MA Met NECTA",2004,2,5.0
67100,"Springfield, MA-CT Met NECTA",2004,2,5.6
67101,"Worcester, MA-CT Met NECTA",2004,2,5.7
67102,"Ann Arbor, MI MSA",2004,2,4.2
67103,"Battle Creek, MI MSA",2004,2,7.1
67104,"Bay City, MI MSA",2004,2,7.4
67105,"Detroit-Warren-Dearborn, MI MSA",2004,2,6.8
67106,"Flint, MI MSA",2004,2,8.2
67107,"Grand Rapids-Wyoming, MI MSA",2004,2,6.5
67108,"Jackson, MI MSA",2004,2,7.7
67109,"Kalamazoo-Portage, MI MSA",2004,2,6.0
67110,"Lansing-East Lansing, MI MSA",2004,2,5.6
67111,"Midland, MI MSA",2004,2,6.3
67112,"Monroe, MI MSA",2004,2,6.1
67113,"Muskegon, MI MSA",2004,2,8.1
67114,"Niles-Benton Harbor, MI MSA",2004,2,7.7
67115,"Saginaw, MI MSA",2004,2,8.7
67116,"Duluth, MN-WI MSA",2004,2,6.2
67117,"Mankato-North Mankato, MN MSA",2004,2,4.0
67118,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",2004,2,4.6
67119,"Rochester, MN MSA",2004,2,4.3
67120,"St. Cloud, MN MSA",2004,2,4.9
67121,"Gulfport-Biloxi-Pascagoula, MS MSA",2004,2,4.9
67122,"Hattiesburg, MS MSA",2004,2,4.8
67123,"Jackson, MS MSA",2004,2,4.5
67124,"Cape Girardeau, MO-IL MSA",2004,2,4.6
67125,"Columbia, MO MSA",2004,2,3.5
67126,"Jefferson City, MO MSA",2004,2,4.0
67127,"Joplin, MO MSA",2004,2,5.2
67128,"Kansas City, MO-KS MSA",2004,2,6.0
67129,"St. Joseph, MO-KS MSA",2004,2,5.6
67130,"St. Louis, MO-IL MSA",2004,2,5.7
67131,"Springfield, MO MSA",2004,2,4.5
67132,"Billings, MT MSA",2004,2,3.9
67133,"Great Falls, MT MSA",2004,2,4.6
67134,"Missoula, MT MSA",2004,2,4.3
67135,"Grand Island, NE MSA",2004,2,4.7
67136,"Lincoln, NE MSA",2004,2,3.5
67137,"Omaha-Council Bluffs, NE-IA MSA",2004,2,4.2
67138,"Carson City, NV MSA",2004,2,5.0
67139,"Las Vegas-Henderson-Paradise, NV MSA",2004,2,4.7
67140,"Reno, NV MSA",2004,2,4.0
67141,"Dover-Durham, NH-ME Met NECTA",2004,2,3.7
67142,"Manchester, NH Met NECTA",2004,2,3.7
67143,"Portsmouth, NH-ME Met NECTA",2004,2,3.7
67144,"Atlantic City-Hammonton, NJ MSA",2004,2,5.9
67145,"Ocean City, NJ MSA",2004,2,7.2
67146,"Trenton, NJ MSA",2004,2,4.6
