Job Title,City,State,Latitude,Longitude,Average Salary,Job Openings
Civil Engineer,Pensacola,FL,30.421309,-87.2169149,69429,29
Psychiatrist,Pensacola,FL,30.421309,-87.2169149,214709,4
Substance Abuse and Behavioral Disorder Counselor,Pensacola,FL,30.421309,-87.2169149,0,0
School Psychologist,Pensacola,FL,30.421309,-87.2169149,70204,1
Home Health Aide,Pensacola,FL,30.421309,-87.2169149,10.31,21
Information Security Analyst,Pensacola,FL,30.421309,-87.2169149,76922,42
Pilot,Pensacola,FL,30.421309,-87.2169149,59070,46
Respiratory Therapist,Pensacola,FL,30.421309,-87.2169149,32.56,39
Diagnostic Medical Sonographer,Pensacola,FL,30.421309,-87.2169149,0,6
Accountant,Pensacola,FL,30.421309,-87.2169149,42503,15
Market Research Analyst,Pensacola,FL,30.421309,-87.2169149,0,2
Business Operations Manager,Pensacola,FL,30.421309,-87.2169149,0,14
Marketing Manager,Pensacola,FL,30.421309,-87.2169149,53433,20
Industrial Psychologist,Pensacola,FL,30.421309,-87.2169149,0,0
Podiatrist,Pensacola,FL,30.421309,-87.2169149,0,0
Environmental Engineer,Pensacola,FL,30.421309,-87.2169149,0,39
Social and Community Service Manager,Pensacola,FL,30.421309,-87.2169149,0,5
Lawyer,Pensacola,FL,30.421309,-87.2169149,67827,10
Marriage and Family Therapist,Pensacola,FL,30.421309,-87.2169149,0,3
Medical Assistant,Pensacola,FL,30.421309,-87.2169149,13.23,43
Data Analyst,Pensacola,FL,30.421309,-87.2169149,54379,60
Actuary,Pensacola,FL,30.421309,-87.2169149,94721,0
Medical Records Technician,Pensacola,FL,30.421309,-87.2169149,0,54
Prosthodontist,Pensacola,FL,30.421309,-87.2169149,0,0
Construction Manager,Pensacola,FL,30.421309,-87.2169149,64731,71
Veterinary Technologist and Technician,Pensacola,FL,30.421309,-87.2169149,0,0
Landscaper and Groundskeeper,Pensacola,FL,30.421309,-87.2169149,0,0
Computer Network Architect,Pensacola,FL,30.421309,-87.2169149,0,11
Orthotist and Prosthetist,Pensacola,FL,30.421309,-87.2169149,0,0
Personal Care Aide,Pensacola,FL,30.421309,-87.2169149,0,21
Computer Systems Administrator,Pensacola,FL,30.421309,-87.2169149,0,75
Massage Therapist,Pensacola,FL,30.421309,-87.2169149,21.21,6
Cartographer,Pensacola,FL,30.421309,-87.2169149,0,0
Dental Assistant,Pensacola,FL,30.421309,-87.2169149,15.08,11
Management Analyst,Pensacola,FL,30.421309,-87.2169149,0,1
Solar Photovoltaic Installer,Pensacola,FL,30.421309,-87.2169149,0,0
Physical Therapist Aide,Pensacola,FL,30.421309,-87.2169149,0,1
Occupational Therapy Assistant,Pensacola,FL,30.421309,-87.2169149,0,14
Mental Health Counselor,Pensacola,FL,30.421309,-87.2169149,0,44
Environmental Engineering Technician,Pensacola,FL,30.421309,-87.2169149,0,6
Nail Technician,Pensacola,FL,30.421309,-87.2169149,17.62,1
Plumber,Pensacola,FL,30.421309,-87.2169149,32.28,12
Radiologic Technologist,Pensacola,FL,30.421309,-87.2169149,0,21
MRI Technologist,Pensacola,FL,30.421309,-87.2169149,33.97,3
Chiropractor,Pensacola,FL,30.421309,-87.2169149,53595,3
Cost Estimator,Pensacola,FL,30.421309,-87.2169149,0,1
Financial Analyst,Pensacola,FL,30.421309,-87.2169149,60256,15
Insurance Sales Agent,Pensacola,FL,30.421309,-87.2169149,0,3
School Counselor,Pensacola,FL,30.421309,-87.2169149,8.86,18
Nurse Midwife,Pensacola,FL,30.421309,-87.2169149,0,1
Paralegal,Pensacola,FL,30.421309,-87.2169149,39244,5
Phlebotomist,Pensacola,FL,30.421309,-87.2169149,9.86,19
Loan Officer,Pensacola,FL,30.421309,-87.2169149,95194,7
Clinical Social Worker,Pensacola,FL,30.421309,-87.2169149,0,9
Compliance Officer,Pensacola,FL,30.421309,-87.2169149,50582,2
Dietitian and Nutritionist,Pensacola,FL,30.421309,-87.2169149,0,0
Ophthalmic Medical Technician,Pensacola,FL,30.421309,-87.2169149,0,0
Clinical Laboratory Technician,Pensacola,FL,30.421309,-87.2169149,0,14
Licensed Practical and Licensed Vocational Nurse,Pensacola,FL,30.421309,-87.2169149,0,0
Electrician,Pensacola,FL,30.421309,-87.2169149,21.56,9
HR Specialist,Pensacola,FL,30.421309,-87.2169149,0,5
Wind Turbine Technician,Pensacola,FL,30.421309,-87.2169149,0,0
Logistician,Pensacola,FL,30.421309,-87.2169149,0,1
Residential Advisor,Pensacola,FL,30.421309,-87.2169149,0,6
Optician,Pensacola,FL,30.421309,-87.2169149,16.19,5
Computer Support Specialist,Pensacola,FL,30.421309,-87.2169149,0,69
Esthetician and Skincare Specialist,Pensacola,FL,30.421309,-87.2169149,0,0
Restaurant Cook,Pensacola,FL,30.421309,-87.2169149,0,68
Software Engineer,Harrisburg,PA,40.2663107,-76.8861122,85720,428
Dentist,Harrisburg,PA,40.2663107,-76.8861122,173365,17
Physician Assistant,Harrisburg,PA,40.2663107,-76.8861122,95069,147
Orthodontist,Harrisburg,PA,40.2663107,-76.8861122,0,3
Nurse Practitioner,Harrisburg,PA,40.2663107,-76.8861122,116511,161
Statistician,Harrisburg,PA,40.2663107,-76.8861122,0,1
Physician,Harrisburg,PA,40.2663107,-76.8861122,171187,125
Speech Language Pathologist,Harrisburg,PA,40.2663107,-76.8861122,27.28,85
Oral and Maxillofacial Surgeon,Harrisburg,PA,40.2663107,-76.8861122,0,1
Veterinarian,Harrisburg,PA,40.2663107,-76.8861122,101575,14
Medical and Health Services Manager,Harrisburg,PA,40.2663107,-76.8861122,0,0
IT Manager,Harrisburg,PA,40.2663107,-76.8861122,82624,62
Registered Nurse,Harrisburg,PA,40.2663107,-76.8861122,38.78,891
Mathematician,Harrisburg,PA,40.2663107,-76.8861122,0,1
Physical Therapist,Harrisburg,PA,40.2663107,-76.8861122,81034,174
Optometrist,Harrisburg,PA,40.2663107,-76.8861122,120000,15
Anesthesiologist,Harrisburg,PA,40.2663107,-76.8861122,190972,9
Obstetrician and Gynecologist,Harrisburg,PA,40.2663107,-76.8861122,0,0
Surgeon,Harrisburg,PA,40.2663107,-76.8861122,0,65
Operations Research Analyst,Harrisburg,PA,40.2663107,-76.8861122,0,31
Nurse Anesthetist,Harrisburg,PA,40.2663107,-76.8861122,0,15
Pediatrician,Harrisburg,PA,40.2663107,-76.8861122,119919,8
Web Developer,Harrisburg,PA,40.2663107,-76.8861122,68440,109
Dental Hygienist,Harrisburg,PA,40.2663107,-76.8861122,36.52,15
Genetic Counselor,Harrisburg,PA,40.2663107,-76.8861122,0,1
Physical Therapist Assistant,Harrisburg,PA,40.2663107,-76.8861122,27.93,40
Financial Manager,Harrisburg,PA,40.2663107,-76.8861122,0,14
Occupational Therapist,Harrisburg,PA,40.2663107,-76.8861122,82027,85
Psychologist,Harrisburg,PA,40.2663107,-76.8861122,103134,18
Database Administrator,Harrisburg,PA,40.2663107,-76.8861122,84381,26
Financial Advisor,Harrisburg,PA,40.2663107,-76.8861122,69457,103
Mechanical Engineer,Harrisburg,PA,40.2663107,-76.8861122,95824,139
Civil Engineer,Harrisburg,PA,40.2663107,-76.8861122,76063,123
Psychiatrist,Harrisburg,PA,40.2663107,-76.8861122,339778,55
Substance Abuse and Behavioral Disorder Counselor,Harrisburg,PA,40.2663107,-76.8861122,0,0
School Psychologist,Harrisburg,PA,40.2663107,-76.8861122,76912,1
Home Health Aide,Harrisburg,PA,40.2663107,-76.8861122,12.47,143
Information Security Analyst,Harrisburg,PA,40.2663107,-76.8861122,84273,68
Pilot,Harrisburg,PA,40.2663107,-76.8861122,64715,159
Respiratory Therapist,Harrisburg,PA,40.2663107,-76.8861122,31.9,67
Diagnostic Medical Sonographer,Harrisburg,PA,40.2663107,-76.8861122,0,4
Accountant,Harrisburg,PA,40.2663107,-76.8861122,47453,66
Market Research Analyst,Harrisburg,PA,40.2663107,-76.8861122,0,1
Business Operations Manager,Harrisburg,PA,40.2663107,-76.8861122,0,81
Marketing Manager,Harrisburg,PA,40.2663107,-76.8861122,69098,53
Industrial Psychologist,Harrisburg,PA,40.2663107,-76.8861122,0,0
Podiatrist,Harrisburg,PA,40.2663107,-76.8861122,0,2
Environmental Engineer,Harrisburg,PA,40.2663107,-76.8861122,0,73
Social and Community Service Manager,Harrisburg,PA,40.2663107,-76.8861122,0,5
Lawyer,Harrisburg,PA,40.2663107,-76.8861122,74308,12
Marriage and Family Therapist,Harrisburg,PA,40.2663107,-76.8861122,0,3
Medical Assistant,Harrisburg,PA,40.2663107,-76.8861122,14.28,104
Data Analyst,Harrisburg,PA,40.2663107,-76.8861122,62592,199
Actuary,Harrisburg,PA,40.2663107,-76.8861122,103772,3
Medical Records Technician,Harrisburg,PA,40.2663107,-76.8861122,0,113
Prosthodontist,Harrisburg,PA,40.2663107,-76.8861122,0,2
Construction Manager,Harrisburg,PA,40.2663107,-76.8861122,70916,203
Veterinary Technologist and Technician,Harrisburg,PA,40.2663107,-76.8861122,0,0
Landscaper and Groundskeeper,Harrisburg,PA,40.2663107,-76.8861122,0,0
Computer Network Architect,Harrisburg,PA,40.2663107,-76.8861122,0,20
Orthotist and Prosthetist,Harrisburg,PA,40.2663107,-76.8861122,0,0
Personal Care Aide,Harrisburg,PA,40.2663107,-76.8861122,0,202
Computer Systems Administrator,Harrisburg,PA,40.2663107,-76.8861122,0,80
Massage Therapist,Harrisburg,PA,40.2663107,-76.8861122,33.14,13
Cartographer,Harrisburg,PA,40.2663107,-76.8861122,0,0
Dental Assistant,Harrisburg,PA,40.2663107,-76.8861122,18.76,19
Management Analyst,Harrisburg,PA,40.2663107,-76.8861122,0,7
Solar Photovoltaic Installer,Harrisburg,PA,40.2663107,-76.8861122,0,1
Physical Therapist Aide,Harrisburg,PA,40.2663107,-76.8861122,0,21
Occupational Therapy Assistant,Harrisburg,PA,40.2663107,-76.8861122,0,38
Mental Health Counselor,Harrisburg,PA,40.2663107,-76.8861122,0,33
Environmental Engineering Technician,Harrisburg,PA,40.2663107,-76.8861122,0,20
Nail Technician,Harrisburg,PA,40.2663107,-76.8861122,19.31,2
Plumber,Harrisburg,PA,40.2663107,-76.8861122,23.95,25
Radiologic Technologist,Harrisburg,PA,40.2663107,-76.8861122,0,49
MRI Technologist,Harrisburg,PA,40.2663107,-76.8861122,37.22,5
Chiropractor,Harrisburg,PA,40.2663107,-76.8861122,58716,3
Cost Estimator,Harrisburg,PA,40.2663107,-76.8861122,0,5
Financial Analyst,Harrisburg,PA,40.2663107,-76.8861122,66013,79
Insurance Sales Agent,Harrisburg,PA,40.2663107,-76.8861122,0,7
School Counselor,Harrisburg,PA,40.2663107,-76.8861122,12.75,64
Nurse Midwife,Harrisburg,PA,40.2663107,-76.8861122,0,4
Paralegal,Harrisburg,PA,40.2663107,-76.8861122,47331,2
Phlebotomist,Harrisburg,PA,40.2663107,-76.8861122,10.85,19
Loan Officer,Harrisburg,PA,40.2663107,-76.8861122,131947,17
Clinical Social Worker,Harrisburg,PA,40.2663107,-76.8861122,0,26
Compliance Officer,Harrisburg,PA,40.2663107,-76.8861122,55415,2
Dietitian and Nutritionist,Harrisburg,PA,40.2663107,-76.8861122,0,0
Ophthalmic Medical Technician,Harrisburg,PA,40.2663107,-76.8861122,0,1
Clinical Laboratory Technician,Harrisburg,PA,40.2663107,-76.8861122,0,23
Licensed Practical and Licensed Vocational Nurse,Harrisburg,PA,40.2663107,-76.8861122,0,0
Electrician,Harrisburg,PA,40.2663107,-76.8861122,25.66,24
HR Specialist,Harrisburg,PA,40.2663107,-76.8861122,0,27
Wind Turbine Technician,Harrisburg,PA,40.2663107,-76.8861122,0,1
Logistician,Harrisburg,PA,40.2663107,-76.8861122,0,0
Residential Advisor,Harrisburg,PA,40.2663107,-76.8861122,0,9
Optician,Harrisburg,PA,40.2663107,-76.8861122,17.73,6
Computer Support Specialist,Harrisburg,PA,40.2663107,-76.8861122,0,292
Esthetician and Skincare Specialist,Harrisburg,PA,40.2663107,-76.8861122,0,0
Restaurant Cook,Harrisburg,PA,40.2663107,-76.8861122,0,132
Software Engineer,San Francisco,CA,45.4754429,-75.6989463,154743,"8,091"
Dentist,San Francisco,CA,45.4754429,-75.6989463,216578,49
Physician Assistant,San Francisco,CA,45.4754429,-75.6989463,140961,352
Orthodontist,San Francisco,CA,45.4754429,-75.6989463,0,1
Nurse Practitioner,San Francisco,CA,45.4754429,-75.6989463,146458,215
Statistician,San Francisco,CA,45.4754429,-75.6989463,0,109
Physician,San Francisco,CA,45.4754429,-75.6989463,224527,147
Speech Language Pathologist,San Francisco,CA,45.4754429,-75.6989463,36.67,154
Oral and Maxillofacial Surgeon,San Francisco,CA,45.4754429,-75.6989463,0,0
Veterinarian,San Francisco,CA,45.4754429,-75.6989463,125437,75
Medical and Health Services Manager,San Francisco,CA,45.4754429,-75.6989463,0,0
IT Manager,San Francisco,CA,45.4754429,-75.6989463,111984,"1,092"
Registered Nurse,San Francisco,CA,45.4754429,-75.6989463,66.69,"1,736"
Mathematician,San Francisco,CA,45.4754429,-75.6989463,0,55
Physical Therapist,San Francisco,CA,45.4754429,-75.6989463,101105,630
Optometrist,San Francisco,CA,45.4754429,-75.6989463,138704,30
Anesthesiologist,San Francisco,CA,45.4754429,-75.6989463,242142,21
Obstetrician and Gynecologist,San Francisco,CA,45.4754429,-75.6989463,0,0
Surgeon,San Francisco,CA,45.4754429,-75.6989463,0,142
Operations Research Analyst,San Francisco,CA,45.4754429,-75.6989463,0,2
Nurse Anesthetist,San Francisco,CA,45.4754429,-75.6989463,0,6
Pediatrician,San Francisco,CA,45.4754429,-75.6989463,152050,19
Web Developer,San Francisco,CA,45.4754429,-75.6989463,86903,"1,482"
Dental Hygienist,San Francisco,CA,45.4754429,-75.6989463,58.82,50
Genetic Counselor,San Francisco,CA,45.4754429,-75.6989463,0,11
Physical Therapist Assistant,San Francisco,CA,45.4754429,-75.6989463,32.22,105
Financial Manager,San Francisco,CA,45.4754429,-75.6989463,0,9
Occupational Therapist,San Francisco,CA,45.4754429,-75.6989463,104217,251
Psychologist,San Francisco,CA,45.4754429,-75.6989463,115188,161
Database Administrator,San Francisco,CA,45.4754429,-75.6989463,105539,291
Financial Advisor,San Francisco,CA,45.4754429,-75.6989463,73438,984
Mechanical Engineer,San Francisco,CA,45.4754429,-75.6989463,110814,939
Civil Engineer,San Francisco,CA,45.4754429,-75.6989463,99556,505
Psychiatrist,San Francisco,CA,45.4754429,-75.6989463,269806,228
Substance Abuse and Behavioral Disorder Counselor,San Francisco,CA,45.4754429,-75.6989463,0,0
School Psychologist,San Francisco,CA,45.4754429,-75.6989463,92335,30
Home Health Aide,San Francisco,CA,45.4754429,-75.6989463,20.21,391
Information Security Analyst,San Francisco,CA,45.4754429,-75.6989463,112244,412
Pilot,San Francisco,CA,45.4754429,-75.6989463,94006,489
Respiratory Therapist,San Francisco,CA,45.4754429,-75.6989463,42.66,96
Diagnostic Medical Sonographer,San Francisco,CA,45.4754429,-75.6989463,0,10
Accountant,San Francisco,CA,45.4754429,-75.6989463,77171,911
Market Research Analyst,San Francisco,CA,45.4754429,-75.6989463,0,2
Business Operations Manager,San Francisco,CA,45.4754429,-75.6989463,0,641
Marketing Manager,San Francisco,CA,45.4754429,-75.6989463,101828,"1,397"
Industrial Psychologist,San Francisco,CA,45.4754429,-75.6989463,0,1
Podiatrist,San Francisco,CA,45.4754429,-75.6989463,0,24
Environmental Engineer,San Francisco,CA,45.4754429,-75.6989463,0,409
Social and Community Service Manager,San Francisco,CA,45.4754429,-75.6989463,0,157
Lawyer,San Francisco,CA,45.4754429,-75.6989463,152478,475
Marriage and Family Therapist,San Francisco,CA,45.4754429,-75.6989463,0,53
Medical Assistant,San Francisco,CA,45.4754429,-75.6989463,20.39,301
Data Analyst,San Francisco,CA,45.4754429,-75.6989463,94746,"2,886"
Actuary,San Francisco,CA,45.4754429,-75.6989463,120399,21
Medical Records Technician,San Francisco,CA,45.4754429,-75.6989463,0,692
Prosthodontist,San Francisco,CA,45.4754429,-75.6989463,0,1
Construction Manager,San Francisco,CA,45.4754429,-75.6989463,136706,"1,580"
Veterinary Technologist and Technician,San Francisco,CA,45.4754429,-75.6989463,0,0
Landscaper and Groundskeeper,San Francisco,CA,45.4754429,-75.6989463,0,0
Computer Network Architect,San Francisco,CA,45.4754429,-75.6989463,0,2
Orthotist and Prosthetist,San Francisco,CA,45.4754429,-75.6989463,0,1
Personal Care Aide,San Francisco,CA,45.4754429,-75.6989463,0,293
Computer Systems Administrator,San Francisco,CA,45.4754429,-75.6989463,0,455
Massage Therapist,San Francisco,CA,45.4754429,-75.6989463,45.42,182
Cartographer,San Francisco,CA,45.4754429,-75.6989463,0,2
Dental Assistant,San Francisco,CA,45.4754429,-75.6989463,24.65,106
Management Analyst,San Francisco,CA,45.4754429,-75.6989463,0,28
Solar Photovoltaic Installer,San Francisco,CA,45.4754429,-75.6989463,0,8
Physical Therapist Aide,San Francisco,CA,45.4754429,-75.6989463,0,105
Occupational Therapy Assistant,San Francisco,CA,45.4754429,-75.6989463,0,95
Mental Health Counselor,San Francisco,CA,45.4754429,-75.6989463,0,451
Environmental Engineering Technician,San Francisco,CA,45.4754429,-75.6989463,0,70
Nail Technician,San Francisco,CA,45.4754429,-75.6989463,31.23,6
Plumber,San Francisco,CA,45.4754429,-75.6989463,29.77,75
Radiologic Technologist,San Francisco,CA,45.4754429,-75.6989463,0,112
MRI Technologist,San Francisco,CA,45.4754429,-75.6989463,51.52,16
Chiropractor,San Francisco,CA,45.4754429,-75.6989463,51455,25
Cost Estimator,San Francisco,CA,45.4754429,-75.6989463,0,11
Financial Analyst,San Francisco,CA,45.4754429,-75.6989463,94469,"1,209"
Insurance Sales Agent,San Francisco,CA,45.4754429,-75.6989463,0,9
School Counselor,San Francisco,CA,45.4754429,-75.6989463,25.24,617
Nurse Midwife,San Francisco,CA,45.4754429,-75.6989463,0,5
Paralegal,San Francisco,CA,45.4754429,-75.6989463,79190,93
Phlebotomist,San Francisco,CA,45.4754429,-75.6989463,20.82,66
Loan Officer,San Francisco,CA,45.4754429,-75.6989463,88199,66
Clinical Social Worker,San Francisco,CA,45.4754429,-75.6989463,0,208
Compliance Officer,San Francisco,CA,45.4754429,-75.6989463,126850,58
Dietitian and Nutritionist,San Francisco,CA,45.4754429,-75.6989463,0,0
Ophthalmic Medical Technician,San Francisco,CA,45.4754429,-75.6989463,0,16
Clinical Laboratory Technician,San Francisco,CA,45.4754429,-75.6989463,0,15
Licensed Practical and Licensed Vocational Nurse,San Francisco,CA,45.4754429,-75.6989463,0,0
Electrician,San Francisco,CA,45.4754429,-75.6989463,35.34,68
HR Specialist,San Francisco,CA,45.4754429,-75.6989463,0,259
Wind Turbine Technician,San Francisco,CA,45.4754429,-75.6989463,0,9
Logistician,San Francisco,CA,45.4754429,-75.6989463,0,0
Residential Advisor,San Francisco,CA,45.4754429,-75.6989463,0,7
Optician,San Francisco,CA,45.4754429,-75.6989463,22.47,21
Computer Support Specialist,San Francisco,CA,45.4754429,-75.6989463,0,1
Esthetician and Skincare Specialist,San Francisco,CA,45.4754429,-75.6989463,0,0
Restaurant Cook,San Francisco,CA,45.4754429,-75.6989463,0,460
Software Engineer,Boston,MA,42.3602534,-71.0582912,126206,"7,425"
Dentist,Boston,MA,42.3602534,-71.0582912,205829,63
Physician Assistant,Boston,MA,42.3602534,-71.0582912,114268,620
Orthodontist,Boston,MA,42.3602534,-71.0582912,0,19
Nurse Practitioner,Boston,MA,42.3602534,-71.0582912,122281,443
Statistician,Boston,MA,42.3602534,-71.0582912,0,123
Physician,Boston,MA,42.3602534,-71.0582912,242620,331
Speech Language Pathologist,Boston,MA,42.3602534,-71.0582912,34.95,139
Oral and Maxillofacial Surgeon,Boston,MA,42.3602534,-71.0582912,0,2
Veterinarian,Boston,MA,42.3602534,-71.0582912,108166,84
Medical and Health Services Manager,Boston,MA,42.3602534,-71.0582912,0,0
IT Manager,Boston,MA,42.3602534,-71.0582912,114976,"1,032"
Registered Nurse,Boston,MA,42.3602534,-71.0582912,42.5,"3,729"
Mathematician,Boston,MA,42.3602534,-71.0582912,0,11
Physical Therapist,Boston,MA,42.3602534,-71.0582912,91888,557
Optometrist,Boston,MA,42.3602534,-71.0582912,180923,55
Anesthesiologist,Boston,MA,42.3602534,-71.0582912,227741,70
Obstetrician and Gynecologist,Boston,MA,42.3602534,-71.0582912,0,0
Surgeon,Boston,MA,42.3602534,-71.0582912,0,344
Operations Research Analyst,Boston,MA,42.3602534,-71.0582912,0,3
Nurse Anesthetist,Boston,MA,42.3602534,-71.0582912,0,37
Pediatrician,Boston,MA,42.3602534,-71.0582912,176433,36
Web Developer,Boston,MA,42.3602534,-71.0582912,101534,"1,257"
Dental Hygienist,Boston,MA,42.3602534,-71.0582912,41.07,74
Genetic Counselor,Boston,MA,42.3602534,-71.0582912,0,3
Physical Therapist Assistant,Boston,MA,42.3602534,-71.0582912,39.53,149
Financial Manager,Boston,MA,42.3602534,-71.0582912,0,16
Occupational Therapist,Boston,MA,42.3602534,-71.0582912,85135,165
Psychologist,Boston,MA,42.3602534,-71.0582912,103097,140
Database Administrator,Boston,MA,42.3602534,-71.0582912,124719,313
Financial Advisor,Boston,MA,42.3602534,-71.0582912,86855,795
Mechanical Engineer,Boston,MA,42.3602534,-71.0582912,84579,"1,501"
Civil Engineer,Boston,MA,42.3602534,-71.0582912,88495,510
Psychiatrist,Boston,MA,42.3602534,-71.0582912,220983,230
Substance Abuse and Behavioral Disorder Counselor,Boston,MA,42.3602534,-71.0582912,0,0
School Psychologist,Boston,MA,42.3602534,-71.0582912,91720,21
Home Health Aide,Boston,MA,42.3602534,-71.0582912,13.35,927
Information Security Analyst,Boston,MA,42.3602534,-71.0582912,88610,412
Pilot,Boston,MA,42.3602534,-71.0582912,77175,388
Respiratory Therapist,Boston,MA,42.3602534,-71.0582912,46.35,194
Diagnostic Medical Sonographer,Boston,MA,42.3602534,-71.0582912,0,9
Accountant,Boston,MA,42.3602534,-71.0582912,62319,809
Market Research Analyst,Boston,MA,42.3602534,-71.0582912,0,6
Business Operations Manager,Boston,MA,42.3602534,-71.0582912,0,560
Marketing Manager,Boston,MA,42.3602534,-71.0582912,81490,921
Industrial Psychologist,Boston,MA,42.3602534,-71.0582912,0,0
Podiatrist,Boston,MA,42.3602534,-71.0582912,0,5
Environmental Engineer,Boston,MA,42.3602534,-71.0582912,0,491
Social and Community Service Manager,Boston,MA,42.3602534,-71.0582912,0,166
Lawyer,Boston,MA,42.3602534,-71.0582912,71754,248
Marriage and Family Therapist,Boston,MA,42.3602534,-71.0582912,0,23
Medical Assistant,Boston,MA,42.3602534,-71.0582912,18.86,579
Data Analyst,Boston,MA,42.3602534,-71.0582912,78466,"2,473"
Actuary,Boston,MA,42.3602534,-71.0582912,100873,55
Medical Records Technician,Boston,MA,42.3602534,-71.0582912,0,964
Prosthodontist,Boston,MA,42.3602534,-71.0582912,0,2
Construction Manager,Boston,MA,42.3602534,-71.0582912,119955,"1,179"
Veterinary Technologist and Technician,Boston,MA,42.3602534,-71.0582912,0,0
Landscaper and Groundskeeper,Boston,MA,42.3602534,-71.0582912,0,0
Computer Network Architect,Boston,MA,42.3602534,-71.0582912,0,7
Orthotist and Prosthetist,Boston,MA,42.3602534,-71.0582912,0,0
Personal Care Aide,Boston,MA,42.3602534,-71.0582912,0,405
Computer Systems Administrator,Boston,MA,42.3602534,-71.0582912,0,589
Massage Therapist,Boston,MA,42.3602534,-71.0582912,47.72,222
Cartographer,Boston,MA,42.3602534,-71.0582912,0,0
Dental Assistant,Boston,MA,42.3602534,-71.0582912,20.39,187
Management Analyst,Boston,MA,42.3602534,-71.0582912,0,31
Solar Photovoltaic Installer,Boston,MA,42.3602534,-71.0582912,0,3
Physical Therapist Aide,Boston,MA,42.3602534,-71.0582912,0,111
Occupational Therapy Assistant,Boston,MA,42.3602534,-71.0582912,0,125
Mental Health Counselor,Boston,MA,42.3602534,-71.0582912,0,789
Environmental Engineering Technician,Boston,MA,42.3602534,-71.0582912,0,90
Nail Technician,Boston,MA,42.3602534,-71.0582912,22.99,25
Plumber,Boston,MA,42.3602534,-71.0582912,36.11,103
Radiologic Technologist,Boston,MA,42.3602534,-71.0582912,0,273
MRI Technologist,Boston,MA,42.3602534,-71.0582912,37.2,33
Chiropractor,Boston,MA,42.3602534,-71.0582912,70021,10
Cost Estimator,Boston,MA,42.3602534,-71.0582912,0,14
Financial Analyst,Boston,MA,42.3602534,-71.0582912,75864,"1,121"
Insurance Sales Agent,Boston,MA,42.3602534,-71.0582912,0,8
School Counselor,Boston,MA,42.3602534,-71.0582912,23.74,"1,108"
Nurse Midwife,Boston,MA,42.3602534,-71.0582912,0,15
Paralegal,Boston,MA,42.3602534,-71.0582912,66304,95
Phlebotomist,Boston,MA,42.3602534,-71.0582912,17.55,177
Loan Officer,Boston,MA,42.3602534,-71.0582912,91753,63
Clinical Social Worker,Boston,MA,42.3602534,-71.0582912,0,177
Compliance Officer,Boston,MA,42.3602534,-71.0582912,81138,59
Dietitian and Nutritionist,Boston,MA,42.3602534,-71.0582912,0,0
Ophthalmic Medical Technician,Boston,MA,42.3602534,-71.0582912,0,7
Clinical Laboratory Technician,Boston,MA,42.3602534,-71.0582912,0,50
Licensed Practical and Licensed Vocational Nurse,Boston,MA,42.3602534,-71.0582912,0,0
Electrician,Boston,MA,42.3602534,-71.0582912,33.66,118
HR Specialist,Boston,MA,42.3602534,-71.0582912,0,178
Wind Turbine Technician,Boston,MA,42.3602534,-71.0582912,0,1
Logistician,Boston,MA,42.3602534,-71.0582912,0,0
Residential Advisor,Boston,MA,42.3602534,-71.0582912,0,1
Optician,Boston,MA,42.3602534,-71.0582912,21.15,26
Computer Support Specialist,Boston,MA,42.3602534,-71.0582912,0,2
Esthetician and Skincare Specialist,Boston,MA,42.3602534,-71.0582912,0,0
Restaurant Cook,Boston,MA,42.3602534,-71.0582912,0,669
Software Engineer,Fort Myers,FL,26.640628,-81.8723084,76560,79
Dentist,Fort Myers,FL,26.640628,-81.8723084,239605,24
Physician Assistant,Fort Myers,FL,26.640628,-81.8723084,90616,60
Orthodontist,Fort Myers,FL,26.640628,-81.8723084,0,7
Nurse Practitioner,Fort Myers,FL,26.640628,-81.8723084,100672,33
Statistician,Fort Myers,FL,26.640628,-81.8723084,0,1
Physician,Fort Myers,FL,26.640628,-81.8723084,196784,39
Speech Language Pathologist,Fort Myers,FL,26.640628,-81.8723084,50.23,31
Oral and Maxillofacial Surgeon,Fort Myers,FL,26.640628,-81.8723084,0,0
Veterinarian,Fort Myers,FL,26.640628,-81.8723084,107781,21
Medical and Health Services Manager,Fort Myers,FL,26.640628,-81.8723084,0,0
IT Manager,Fort Myers,FL,26.640628,-81.8723084,78899,23
Registered Nurse,Fort Myers,FL,26.640628,-81.8723084,29.83,482
Mathematician,Fort Myers,FL,26.640628,-81.8723084,0,0
Physical Therapist,Fort Myers,FL,26.640628,-81.8723084,89901,85
Optometrist,Fort Myers,FL,26.640628,-81.8723084,104460,24
Anesthesiologist,Fort Myers,FL,26.640628,-81.8723084,182360,7
Obstetrician and Gynecologist,Fort Myers,FL,26.640628,-81.8723084,0,0
Surgeon,Fort Myers,FL,26.640628,-81.8723084,0,40
Operations Research Analyst,Fort Myers,FL,26.640628,-81.8723084,0,12
Nurse Anesthetist,Fort Myers,FL,26.640628,-81.8723084,0,4
Pediatrician,Fort Myers,FL,26.640628,-81.8723084,171097,2
Web Developer,Fort Myers,FL,26.640628,-81.8723084,54089,18
Dental Hygienist,Fort Myers,FL,26.640628,-81.8723084,35.03,14
Genetic Counselor,Fort Myers,FL,26.640628,-81.8723084,0,9
Physical Therapist Assistant,Fort Myers,FL,26.640628,-81.8723084,29.99,26
